transact_no,symbol,buyer_broker,seller_broker,quantity,rate,amount,date
2026042001073208,NABIL,22,48,109,529.00,57661.00,2026-04-20
2026042001073093,NABIL,22,38,50,529.00,26450.00,2026-04-20
2026042001073074,NABIL,42,47,5,529.00,2645.00,2026-04-20
2026042001073073,NABIL,35,47,15,529.00,7935.00,2026-04-20
2026042001073072,NABIL,58,47,10,529.00,5290.00,2026-04-20
2026042001073786,NABIL,51,62,30,529.10,15873.00,2026-04-20
2026042001073779,NABIL,22,62,500,529.10,264550.00,2026-04-20
2026042001073733,NABIL,22,62,190,529.10,100529.00,2026-04-20
2026042001073650,NABIL,22,34,137,529.00,72473.00,2026-04-20
2026042001073358,NABIL,57,56,2,529.50,1059.00,2026-04-20
2026042001073300,NABIL,62,34,18,529.70,9534.60,2026-04-20
2026042001074672,NABIL,22,19,10,529.40,5294.00,2026-04-20
2026042001074573,NABIL,22,29,490,529.80,259602.00,2026-04-20
2026042001074231,NABIL,47,29,295,529.80,156291.00,2026-04-20
2026042001074181,NABIL,22,38,10,529.20,5292.00,2026-04-20
2026042001073967,NABIL,14,62,110,529.10,58201.00,2026-04-20
2026042001073955,NABIL,39,62,20,529.10,10582.00,2026-04-20
2026042001075499,NABIL,14,29,145,529.10,76719.50,2026-04-20
2026042001075498,NABIL,42,29,50,529.20,26460.00,2026-04-20
2026042001075497,NABIL,22,29,490,529.40,259406.00,2026-04-20
2026042001075496,NABIL,21,29,50,529.50,26475.00,2026-04-20
2026042001075480,NABIL,21,6,10,529.50,5295.00,2026-04-20
2026042001075337,NABIL,41,29,10,529.80,5298.00,2026-04-20
2026042101052840,NABIL,42,36,10,526.00,5260.00,2026-04-21
2026042101052543,NABIL,42,26,10,527.00,5270.00,2026-04-21
2026042101052523,NABIL,42,42,27,526.00,14202.00,2026-04-21
2026042101051811,NABIL,38,1,347,528.00,183216.00,2026-04-21
2026042101051705,NABIL,38,72,303,527.00,159681.00,2026-04-21
2026042101051448,NABIL,14,72,1000,527.00,527000.00,2026-04-21
2026042101000001,NABIL,58,45,20,550.00,11000.00,2026-04-21
2026042101002591,NABIL,21,38,30,530.00,15900.00,2026-04-21
2026042101002022,NABIL,16,41,8,511.20,4089.60,2026-04-21
2026042101001635,NABIL,42,45,40,527.00,21080.00,2026-04-21
2026042101001386,NABIL,58,45,10,527.00,5270.00,2026-04-21
2026042101000964,NABIL,74,38,10,530.00,5300.00,2026-04-21
2026042101000596,NABIL,94,38,20,530.00,10600.00,2026-04-21
2026042101003889,NABIL,42,48,20,527.00,10540.00,2026-04-21
2026042101003363,NABIL,42,77,20,527.00,10540.00,2026-04-21
2026042101003145,NABIL,22,49,50,530.00,26500.00,2026-04-21
2026042101003144,NABIL,22,45,50,530.00,26500.00,2026-04-21
2026042101003018,NABIL,58,38,30,530.00,15900.00,2026-04-21
2026042101002610,NABIL,4,38,65,530.00,34450.00,2026-04-21
2026042101005348,NABIL,58,25,10,529.00,5290.00,2026-04-21
2026042101005112,NABIL,22,34,10,529.70,5297.00,2026-04-21
2026042101004651,NABIL,58,52,15,529.50,7942.50,2026-04-21
2026042101004595,NABIL,8,52,10,529.70,5297.00,2026-04-21
2026042101004184,NABIL,89,49,13,527.00,6851.00,2026-04-21
2026042101004183,NABIL,42,49,20,527.00,10540.00,2026-04-21
2026042101006568,NABIL,29,8,200,529.00,105800.00,2026-04-21
2026042101006358,NABIL,29,22,50,529.00,26450.00,2026-04-21
2026042101006300,NABIL,42,45,40,529.80,21192.00,2026-04-21
2026042101006299,NABIL,42,34,10,529.70,5297.00,2026-04-21
2026042101005660,NABIL,58,3,1,542.80,542.80,2026-04-21
2026042101005460,NABIL,58,34,10,529.70,5297.00,2026-04-21
2026042101007625,NABIL,42,8,15,528.90,7933.50,2026-04-21
2026042101006573,NABIL,58,8,87,528.00,45936.00,2026-04-21
2026042101006572,NABIL,89,8,133,528.00,70224.00,2026-04-21
2026042101006571,NABIL,49,8,50,528.00,26400.00,2026-04-21
2026042101006570,NABIL,58,8,10,529.00,5290.00,2026-04-21
2026042101006569,NABIL,52,8,20,529.00,10580.00,2026-04-21
2026042101008455,NABIL,14,35,10,528.00,5280.00,2026-04-21
2026042101008454,NABIL,5,35,30,528.00,15840.00,2026-04-21
2026042101008453,NABIL,58,35,13,528.00,6864.00,2026-04-21
2026042101008335,NABIL,58,47,50,528.00,26400.00,2026-04-21
2026042101008154,NABIL,22,8,10,528.90,5289.00,2026-04-21
2026042101008121,NABIL,34,8,10,528.90,5289.00,2026-04-21
2026042101009863,NABIL,13,16,83,528.70,43882.10,2026-04-21
2026042101009320,NABIL,16,33,30,528.80,15864.00,2026-04-21
2026042101008888,NABIL,22,33,10,528.80,5288.00,2026-04-21
2026042101008740,NABIL,25,33,17,528.80,8989.60,2026-04-21
2026042101008623,NABIL,41,32,14,528.00,7392.00,2026-04-21
2026042101008622,NABIL,34,32,50,528.00,26400.00,2026-04-21
2026042101010215,NABIL,22,38,10,528.00,5280.00,2026-04-21
2026042101010214,NABIL,58,38,10,528.20,5282.00,2026-04-21
2026042101010212,NABIL,35,8,92,528.90,48658.80,2026-04-21
2026042101010211,NABIL,35,33,83,528.80,43890.40,2026-04-21
2026042101010210,NABIL,35,16,17,528.70,8987.90,2026-04-21
2026042101010162,NABIL,34,45,1,513.10,513.10,2026-04-21
2026042101010581,NABIL,51,38,30,528.00,15840.00,2026-04-21
2026042101010580,NABIL,51,38,70,528.00,36960.00,2026-04-21
2026042101010388,NABIL,51,58,10,528.00,5280.00,2026-04-21
2026042101010387,NABIL,51,38,10,528.00,5280.00,2026-04-21
2026042101010217,NABIL,58,38,10,528.00,5280.00,2026-04-21
2026042101010216,NABIL,45,38,10,528.00,5280.00,2026-04-21
2026042101012481,NABIL,17,8,22,528.90,11635.80,2026-04-21
2026042101011991,NABIL,51,56,33,528.00,17424.00,2026-04-21
2026042101011739,NABIL,58,3,2,529.00,1058.00,2026-04-21
2026042101011705,NABIL,58,8,10,528.90,5289.00,2026-04-21
2026042101011159,NABIL,51,49,38,528.00,20064.00,2026-04-21
2026042101010856,NABIL,42,8,10,528.90,5289.00,2026-04-21
2026042101014917,NABIL,58,41,20,528.10,10562.00,2026-04-21
2026042101014352,NABIL,57,8,11,528.90,5817.90,2026-04-21
2026042101013424,NABIL,89,8,87,528.90,46014.30,2026-04-21
2026042101013080,NABIL,19,8,10,528.90,5289.00,2026-04-21
2026042101012786,NABIL,58,8,20,528.90,10578.00,2026-04-21
2026042101012741,NABIL,80,8,13,528.90,6875.70,2026-04-21
2026042101015071,NABIL,56,100,10,528.00,5280.00,2026-04-21
2026042101015070,NABIL,42,100,20,528.00,10560.00,2026-04-21
2026042101015069,NABIL,42,100,100,528.00,52800.00,2026-04-21
2026042101015068,NABIL,51,100,42,528.00,22176.00,2026-04-21
2026042101015013,NABIL,51,57,37,528.00,19536.00,2026-04-21
2026042101015012,NABIL,58,57,20,528.10,10562.00,2026-04-21
2026042101015233,NABIL,11,100,113,528.00,59664.00,2026-04-21
2026042101015081,NABIL,58,100,83,528.00,43824.00,2026-04-21
2026042101015075,NABIL,58,100,10,528.00,5280.00,2026-04-21
2026042101015074,NABIL,58,100,90,528.00,47520.00,2026-04-21
2026042101015073,NABIL,22,100,20,528.00,10560.00,2026-04-21
2026042101015072,NABIL,42,100,50,528.00,26400.00,2026-04-21
2026042101016491,NABIL,58,67,10,527.00,5270.00,2026-04-21
2026042101016490,NABIL,45,67,18,527.00,9486.00,2026-04-21
2026042101016278,NABIL,65,100,10,528.00,5280.00,2026-04-21
2026042101016068,NABIL,49,100,50,528.00,26400.00,2026-04-21
2026042101015657,NABIL,44,100,10,528.00,5280.00,2026-04-21
2026042101015240,NABIL,22,100,10,528.00,5280.00,2026-04-21
2026042101016620,NABIL,58,100,10,528.00,5280.00,2026-04-21
2026042101016496,NABIL,7,67,24,527.00,12648.00,2026-04-21
2026042101016495,NABIL,58,67,28,527.00,14756.00,2026-04-21
2026042101016494,NABIL,4,67,100,527.00,52700.00,2026-04-21
2026042101016493,NABIL,58,67,200,527.00,105400.00,2026-04-21
2026042101016492,NABIL,47,67,20,527.00,10540.00,2026-04-21
2026042101017316,NABIL,42,100,85,528.00,44880.00,2026-04-21
2026042101016960,NABIL,5,100,20,528.00,10560.00,2026-04-21
2026042101016940,NABIL,17,44,3,528.00,1584.00,2026-04-21
2026042101016855,NABIL,11,100,500,528.00,264000.00,2026-04-21
2026042101016800,NABIL,32,100,13,528.00,6864.00,2026-04-21
2026042101016646,NABIL,47,100,100,528.00,52800.00,2026-04-21
2026042101017889,NABIL,57,44,35,528.00,18480.00,2026-04-21
2026042101017812,NABIL,7,58,15,527.00,7905.00,2026-04-21
2026042101017480,NABIL,22,72,13,527.50,6857.50,2026-04-21
2026042101017468,NABIL,45,44,55,528.00,29040.00,2026-04-21
2026042101017381,NABIL,20,44,30,528.00,15840.00,2026-04-21
2026042101017380,NABIL,20,100,20,528.00,10560.00,2026-04-21
2026042101019146,NABIL,25,45,23,527.80,12139.40,2026-04-21
2026042101018862,NABIL,49,58,23,527.00,12121.00,2026-04-21
2026042101018861,NABIL,21,58,10,527.00,5270.00,2026-04-21
2026042101018860,NABIL,5,58,20,527.00,10540.00,2026-04-21
2026042101018859,NABIL,41,58,10,527.00,5270.00,2026-04-21
2026042101018497,NABIL,7,38,20,527.00,10540.00,2026-04-21
2026042101020917,NABIL,51,44,55,528.00,29040.00,2026-04-21
2026042101020785,NABIL,49,44,25,528.00,13200.00,2026-04-21
2026042101020394,NABIL,58,45,25,527.80,13195.00,2026-04-21
2026042101020332,NABIL,58,45,22,527.80,11611.60,2026-04-21
2026042101020182,NABIL,57,45,10,527.80,5278.00,2026-04-21
2026042101020153,NABIL,65,45,10,527.80,5278.00,2026-04-21
2026042101021687,NABIL,32,16,144,527.30,75931.20,2026-04-21
2026042101021581,NABIL,41,6,4,528.00,2112.00,2026-04-21
2026042101021320,NABIL,32,16,56,527.30,29528.80,2026-04-21
2026042101021076,NABIL,41,58,10,527.50,5275.00,2026-04-21
2026042101020922,NABIL,42,100,10,528.00,5280.00,2026-04-21
2026042101020918,NABIL,51,100,35,528.00,18480.00,2026-04-21
2026042101021852,NABIL,49,99,10,527.00,5270.00,2026-04-21
2026042101021819,NABIL,58,26,50,527.20,26360.00,2026-04-21
2026042101021818,NABIL,32,99,83,527.10,43749.30,2026-04-21
2026042101021753,NABIL,19,26,166,527.20,87515.20,2026-04-21
2026042101021689,NABIL,44,16,15,527.30,7909.50,2026-04-21
2026042101021688,NABIL,48,16,50,527.30,26365.00,2026-04-21
2026042101022055,NABIL,42,16,100,527.00,52700.00,2026-04-21
2026042101022054,NABIL,34,16,150,527.00,79050.00,2026-04-21
2026042101022053,NABIL,49,16,10,527.00,5270.00,2026-04-21
2026042101022052,NABIL,49,16,41,527.00,21607.00,2026-04-21
2026042101021916,NABIL,49,99,10,527.00,5270.00,2026-04-21
2026042101021907,NABIL,49,99,10,527.00,5270.00,2026-04-21
2026042101022555,NABIL,49,26,96,527.00,50592.00,2026-04-21
2026042101022554,NABIL,56,26,37,527.00,19499.00,2026-04-21
2026042101022553,NABIL,52,26,190,527.00,100130.00,2026-04-21
2026042101022552,NABIL,28,26,250,527.00,131750.00,2026-04-21
2026042101022551,NABIL,58,26,10,527.00,5270.00,2026-04-21
2026042101022056,NABIL,58,16,20,527.00,10540.00,2026-04-21
2026042101022561,NABIL,42,26,45,527.00,23715.00,2026-04-21
2026042101022560,NABIL,6,26,100,527.00,52700.00,2026-04-21
2026042101022559,NABIL,51,26,15,527.00,7905.00,2026-04-21
2026042101022558,NABIL,58,26,30,527.00,15810.00,2026-04-21
2026042101022557,NABIL,34,26,190,527.00,100130.00,2026-04-21
2026042101022556,NABIL,1,26,15,527.00,7905.00,2026-04-21
2026042101022639,NABIL,57,26,25,526.00,13150.00,2026-04-21
2026042101022638,NABIL,74,26,300,526.00,157800.00,2026-04-21
2026042101022637,NABIL,49,26,100,526.00,52600.00,2026-04-21
2026042101022636,NABIL,45,26,30,526.50,15795.00,2026-04-21
2026042101022635,NABIL,7,26,36,526.50,18954.00,2026-04-21
2026042101022562,NABIL,45,26,50,527.00,26350.00,2026-04-21
2026042101023077,NABIL,32,57,20,526.00,10520.00,2026-04-21
2026042101023076,NABIL,19,57,205,526.00,107830.00,2026-04-21
2026042101023055,NABIL,6,56,100,526.10,52610.00,2026-04-21
2026042101022912,NABIL,83,32,20,527.20,10544.00,2026-04-21
2026042101022812,NABIL,19,43,30,526.00,15780.00,2026-04-21
2026042101022640,NABIL,19,26,265,526.00,139390.00,2026-04-21
2026042101023184,NABIL,51,58,15,526.00,7890.00,2026-04-21
2026042101023183,NABIL,4,58,10,526.00,5260.00,2026-04-21
2026042101023182,NABIL,51,58,49,526.00,25774.00,2026-04-21
2026042101023111,NABIL,58,72,7,527.50,3692.50,2026-04-21
2026042101023079,NABIL,51,57,121,526.00,63646.00,2026-04-21
2026042101023078,NABIL,58,57,185,526.00,97310.00,2026-04-21
2026042101023915,NABIL,6,26,72,525.20,37814.40,2026-04-21
2026042101023797,NABIL,14,42,10,526.00,5260.00,2026-04-21
2026042101023460,NABIL,6,13,28,525.20,14705.60,2026-04-21
2026042101023355,NABIL,58,58,30,525.20,15756.00,2026-04-21
2026042101023354,NABIL,58,58,11,525.50,5780.50,2026-04-21
2026042101023223,NABIL,14,58,20,526.00,10520.00,2026-04-21
2026042101023987,NABIL,42,48,30,525.10,15753.00,2026-04-21
2026042101023920,NABIL,74,42,20,526.00,10520.00,2026-04-21
2026042101023919,NABIL,42,26,28,525.10,14702.80,2026-04-21
2026042101023918,NABIL,62,26,1000,525.10,525100.00,2026-04-21
2026042101023917,NABIL,58,26,400,525.10,210040.00,2026-04-21
2026042101023916,NABIL,43,26,200,525.20,105040.00,2026-04-21
2026042101025119,NABIL,32,37,50,525.20,26260.00,2026-04-21
2026042101024355,NABIL,42,58,40,525.10,21004.00,2026-04-21
2026042101024248,NABIL,42,41,10,525.10,5251.00,2026-04-21
2026042101024247,NABIL,5,41,10,525.20,5252.00,2026-04-21
2026042101024211,NABIL,42,42,40,526.00,21040.00,2026-04-21
2026042101024023,NABIL,42,22,20,525.10,10502.00,2026-04-21
2026042101026147,NABIL,58,58,100,525.20,52520.00,2026-04-21
2026042101025923,NABIL,28,58,200,525.20,105040.00,2026-04-21
2026042101025910,NABIL,58,58,35,525.20,18382.00,2026-04-21
2026042101025619,NABIL,53,58,62,525.20,32562.40,2026-04-21
2026042101025363,NABIL,32,58,20,525.20,10504.00,2026-04-21
2026042101025362,NABIL,32,37,50,525.20,26260.00,2026-04-21
2026042101026751,NABIL,67,4,70,525.20,36764.00,2026-04-21
2026042101026614,NABIL,45,4,30,525.20,15756.00,2026-04-21
2026042101026350,NABIL,43,43,50,525.10,26255.00,2026-04-21
2026042101026302,NABIL,43,33,128,525.10,67212.80,2026-04-21
2026042101026301,NABIL,42,33,372,525.10,195337.20,2026-04-21
2026042101026205,NABIL,35,58,20,525.20,10504.00,2026-04-21
2026042101027498,NABIL,66,37,100,527.00,52700.00,2026-04-21
2026042101027497,NABIL,66,53,30,527.00,15810.00,2026-04-21
2026042101027283,NABIL,44,53,40,527.00,21080.00,2026-04-21
2026042101027022,NABIL,41,53,30,527.00,15810.00,2026-04-21
2026042101026789,NABIL,34,37,100,526.00,52600.00,2026-04-21
2026042101026788,NABIL,34,42,30,526.00,15780.00,2026-04-21
2026042101027504,NABIL,66,28,115,528.00,60720.00,2026-04-21
2026042101027503,NABIL,66,45,100,528.00,52800.00,2026-04-21
2026042101027502,NABIL,66,42,500,528.00,264000.00,2026-04-21
2026042101027501,NABIL,66,100,557,528.00,294096.00,2026-04-21
2026042101027500,NABIL,66,37,100,527.50,52750.00,2026-04-21
2026042101027499,NABIL,66,92,200,527.50,105500.00,2026-04-21
2026042101030355,NABIL,14,41,52,528.80,27497.60,2026-04-21
2026042101029281,NABIL,40,8,10,528.90,5289.00,2026-04-21
2026042101028856,NABIL,67,35,4,520.00,2080.00,2026-04-21
2026042101027597,NABIL,66,59,79,528.00,41712.00,2026-04-21
2026042101027506,NABIL,66,62,118,528.00,62304.00,2026-04-21
2026042101027505,NABIL,66,38,100,528.00,52800.00,2026-04-21
2026042101030439,NABIL,58,58,189,528.00,99792.00,2026-04-21
2026042101030407,NABIL,35,41,25,529.00,13225.00,2026-04-21
2026042101030359,NABIL,14,41,60,529.00,31740.00,2026-04-21
2026042101030358,NABIL,14,45,108,529.00,57132.00,2026-04-21
2026042101030357,NABIL,14,6,100,529.00,52900.00,2026-04-21
2026042101030356,NABIL,14,8,180,528.90,95202.00,2026-04-21
2026042101031372,NABIL,42,1,40,527.50,21100.00,2026-04-21
2026042101031265,NABIL,42,58,20,528.00,10560.00,2026-04-21
2026042101031182,NABIL,58,58,80,527.00,42160.00,2026-04-21
2026042101031181,NABIL,39,58,10,527.00,5270.00,2026-04-21
2026042101031087,NABIL,41,58,100,528.00,52800.00,2026-04-21
2026042101030632,NABIL,34,58,30,528.00,15840.00,2026-04-21
2026042101032190,NABIL,49,39,18,527.00,9486.00,2026-04-21
2026042101032189,NABIL,58,39,20,527.00,10540.00,2026-04-21
2026042101032090,NABIL,58,58,38,528.00,20064.00,2026-04-21
2026042101031851,NABIL,58,58,20,528.00,10560.00,2026-04-21
2026042101031577,NABIL,5,58,100,528.00,52800.00,2026-04-21
2026042101031479,NABIL,49,1,20,527.50,10550.00,2026-04-21
2026042101032828,NABIL,29,58,10,528.00,5280.00,2026-04-21
2026042101032727,NABIL,38,58,60,528.00,31680.00,2026-04-21
2026042101032387,NABIL,52,58,35,528.00,18480.00,2026-04-21
2026042101032193,NABIL,1,39,210,527.00,110670.00,2026-04-21
2026042101032192,NABIL,42,39,42,527.00,22134.00,2026-04-21
2026042101032191,NABIL,38,39,10,527.00,5270.00,2026-04-21
2026042101034032,NABIL,43,56,27,528.00,14256.00,2026-04-21
2026042101033951,NABIL,47,52,100,527.00,52700.00,2026-04-21
2026042101033029,NABIL,58,56,13,528.00,6864.00,2026-04-21
2026042101033028,NABIL,58,58,17,528.00,8976.00,2026-04-21
2026042101032995,NABIL,49,51,98,527.00,51646.00,2026-04-21
2026042101032994,NABIL,1,51,218,527.00,114886.00,2026-04-21
2026042101035256,NABIL,61,41,10,529.00,5290.00,2026-04-21
2026042101035152,NABIL,38,41,18,529.00,9522.00,2026-04-21
2026042101035079,NABIL,26,41,96,529.00,50784.00,2026-04-21
2026042101034872,NABIL,32,40,83,528.00,43824.00,2026-04-21
2026042101034332,NABIL,32,38,20,528.00,10560.00,2026-04-21
2026042101034210,NABIL,32,17,50,528.00,26400.00,2026-04-21
2026042101035410,NABIL,48,28,13,527.00,6851.00,2026-04-21
2026042101035409,NABIL,57,28,30,527.00,15810.00,2026-04-21
2026042101035408,NABIL,35,28,50,527.00,26350.00,2026-04-21
2026042101035383,NABIL,42,28,107,528.00,56496.00,2026-04-21
2026042101035371,NABIL,42,63,43,528.00,22704.00,2026-04-21
2026042101035370,NABIL,32,63,147,528.00,77616.00,2026-04-21
2026042101035965,NABIL,82,52,213,529.50,112783.50,2026-04-21
2026042101035964,NABIL,82,38,118,529.00,62422.00,2026-04-21
2026042101035963,NABIL,82,17,20,529.00,10580.00,2026-04-21
2026042101035962,NABIL,82,58,300,529.00,158700.00,2026-04-21
2026042101035942,NABIL,57,41,10,529.00,5290.00,2026-04-21
2026042101035729,NABIL,48,41,10,529.00,5290.00,2026-04-21
2026042101035993,NABIL,82,38,200,530.00,106000.00,2026-04-21
2026042101035992,NABIL,82,41,500,530.00,265000.00,2026-04-21
2026042101035991,NABIL,82,58,10,530.00,5300.00,2026-04-21
2026042101035990,NABIL,82,35,76,530.00,40280.00,2026-04-21
2026042101035967,NABIL,82,35,124,530.00,65720.00,2026-04-21
2026042101035966,NABIL,82,4,225,529.90,119227.50,2026-04-21
2026042101036389,NABIL,49,14,350,530.00,185500.00,2026-04-21
2026042101036388,NABIL,49,35,56,530.00,29680.00,2026-04-21
2026042101036387,NABIL,49,58,35,530.00,18550.00,2026-04-21
2026042101036386,NABIL,49,18,394,530.00,208820.00,2026-04-21
2026042101035995,NABIL,82,18,54,530.00,28620.00,2026-04-21
2026042101035994,NABIL,82,50,10,530.00,5300.00,2026-04-21
2026042101036395,NABIL,49,49,50,530.00,26500.00,2026-04-21
2026042101036394,NABIL,49,58,230,530.00,121900.00,2026-04-21
2026042101036393,NABIL,49,58,10,530.00,5300.00,2026-04-21
2026042101036392,NABIL,49,49,35,530.00,18550.00,2026-04-21
2026042101036391,NABIL,49,28,500,530.00,265000.00,2026-04-21
2026042101036390,NABIL,49,48,500,530.00,265000.00,2026-04-21
2026042101036401,NABIL,49,22,80,530.00,42400.00,2026-04-21
2026042101036400,NABIL,49,22,11,530.00,5830.00,2026-04-21
2026042101036399,NABIL,49,17,500,530.00,265000.00,2026-04-21
2026042101036398,NABIL,49,58,64,530.00,33920.00,2026-04-21
2026042101036397,NABIL,49,28,100,530.00,53000.00,2026-04-21
2026042101036396,NABIL,49,32,50,530.00,26500.00,2026-04-21
2026042101036783,NABIL,49,43,10,530.00,5300.00,2026-04-21
2026042101036706,NABIL,49,6,70,530.00,37100.00,2026-04-21
2026042101036703,NABIL,49,53,10,530.00,5300.00,2026-04-21
2026042101036533,NABIL,49,45,850,530.00,450500.00,2026-04-21
2026042101036403,NABIL,49,40,100,530.00,53000.00,2026-04-21
2026042101036402,NABIL,49,34,50,530.00,26500.00,2026-04-21
2026042101037361,NABIL,89,41,10,530.00,5300.00,2026-04-21
2026042101037109,NABIL,49,11,170,530.00,90100.00,2026-04-21
2026042101036875,NABIL,56,13,10,530.50,5305.00,2026-04-21
2026042101036858,NABIL,49,59,75,530.00,39750.00,2026-04-21
2026042101036820,NABIL,49,17,500,530.00,265000.00,2026-04-21
2026042101036800,NABIL,49,34,200,530.00,106000.00,2026-04-21
2026042101039532,NABIL,49,62,790,529.00,417910.00,2026-04-21
2026042101039488,NABIL,49,74,10,529.00,5290.00,2026-04-21
2026042101039302,NABIL,47,38,10,530.00,5300.00,2026-04-21
2026042101039198,NABIL,57,38,30,530.00,15900.00,2026-04-21
2026042101039161,NABIL,62,38,20,530.00,10600.00,2026-04-21
2026042101038990,NABIL,14,38,30,530.00,15900.00,2026-04-21
2026042101040855,NABIL,22,42,10,529.00,5290.00,2026-04-21
2026042101040843,NABIL,22,52,10,529.00,5290.00,2026-04-21
2026042101040748,NABIL,47,62,34,529.80,18013.20,2026-04-21
2026042101040370,NABIL,58,62,32,529.80,16953.60,2026-04-21
2026042101040352,NABIL,22,58,10,529.00,5290.00,2026-04-21
2026042101040006,NABIL,46,62,18,529.80,9536.40,2026-04-21
2026042101041150,NABIL,20,14,190,528.50,100415.00,2026-04-21
2026042101041149,NABIL,43,14,30,528.50,15855.00,2026-04-21
2026042101041148,NABIL,39,14,30,529.00,15870.00,2026-04-21
2026042101041147,NABIL,38,14,20,529.00,10580.00,2026-04-21
2026042101041146,NABIL,62,14,20,529.00,10580.00,2026-04-21
2026042101040882,NABIL,22,62,70,529.00,37030.00,2026-04-21
2026042101041156,NABIL,41,14,25,528.00,13200.00,2026-04-21
2026042101041155,NABIL,7,14,90,528.00,47520.00,2026-04-21
2026042101041154,NABIL,43,14,50,528.00,26400.00,2026-04-21
2026042101041153,NABIL,25,14,46,528.00,24288.00,2026-04-21
2026042101041152,NABIL,35,14,26,528.00,13728.00,2026-04-21
2026042101041151,NABIL,42,14,10,528.00,5280.00,2026-04-21
2026042101042333,NABIL,74,42,10,528.00,5280.00,2026-04-21
2026042101042174,NABIL,74,26,100,528.00,52800.00,2026-04-21
2026042101041978,NABIL,42,1,20,528.50,10570.00,2026-04-21
2026042101041919,NABIL,74,47,100,528.00,52800.00,2026-04-21
2026042101041466,NABIL,74,58,10,528.00,5280.00,2026-04-21
2026042101041157,NABIL,74,14,63,528.00,33264.00,2026-04-21
2026042101043429,NABIL,52,1,25,528.00,13200.00,2026-04-21
